Time,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC
43.3,0.063,0.605,0.1833,0.5889,0.5304,0.5597,0.6323,0.3636,0.498,0.6267,0.5253,0.576
43.4,0.0772,0.6122,0.1697,0.6052,0.5451,0.5751,0.6526,0.3662,0.5094,0.6422,0.5229,0.5825
43.5,0.0943,0.6254,0.1628,0.6275,0.5651,0.5963,0.6765,0.3739,0.5252,0.6599,0.5219,0.5909
43.6,0.1148,0.6453,0.1634,0.6562,0.5911,0.6237,0.7035,0.3874,0.5454,0.6798,0.5229,0.6013
43.7,0.1375,0.6715,0.1728,0.6899,0.6228,0.6563,0.7316,0.4066,0.5691,0.7011,0.526,0.6136
43.8,0.1606,0.7035,0.1921,0.727,0.6592,0.6931,0.7589,0.4315,0.5952,0.7231,0.5318,0.6274
43.9,0.1835,0.7404,0.2218,0.7668,0.6993,0.733,0.7843,0.4624,0.6233,0.7453,0.5403,0.6428
44,0.2063,0.7814,0.262,0.8084,0.7422,0.7753,0.8076,0.4993,0.6534,0.7673,0.552,0.6596
44.1,0.2287,0.8251,0.3118,0.8511,0.7866,0.8189,0.8285,0.542,0.6853,0.789,0.5666,0.6778
44.2,0.2507,0.8692,0.3696,0.8935,0.8312,0.8624,0.8468,0.5901,0.7185,0.8098,0.5839,0.6969
44.3,0.2721,0.9115,0.4331,0.9345,0.8745,0.9045,0.8624,0.6428,0.7526,0.8295,0.6036,0.7165
44.4,0.292,0.9501,0.4997,0.973,0.9148,0.9439,0.875,0.699,0.787,0.8473,0.6248,0.736
44.5,0.3098,0.9832,0.5665,1.0084,0.9508,0.9796,0.8844,0.7575,0.8209,0.8628,0.6471,0.7549
44.6,0.3248,1.01,0.6303,1.0397,0.9814,1.0105,0.8903,0.8167,0.8535,0.8758,0.6695,0.7726
44.7,0.3366,1.0305,0.6878,1.0663,1.0063,1.0363,0.8924,0.875,0.8837,0.8862,0.6911,0.7886
44.8,0.3447,1.0447,0.7367,1.0877,1.0258,1.0568,0.8901,0.9304,0.9103,0.8936,0.7108,0.8022
44.9,0.3486,1.0532,0.7757,1.1037,1.0414,1.0726,0.8827,0.981,0.9319,0.8975,0.7275,0.8125
45,0.3476,1.0564,0.8039,1.1139,1.0543,1.0841,0.8696,1.025,0.9473,0.8974,0.7403,0.8189
45.1,0.3404,1.054,0.8222,1.1184,1.0648,1.0916,0.8515,1.0608,0.9562,0.8943,0.7495,0.8219
45.2,0.3257,1.0462,0.8315,1.1169,1.0733,1.0951,0.8292,1.0874,0.9583,0.8888,0.7553,0.822
45.3,0.3033,1.0329,0.8324,1.11,1.0793,1.0947,0.8031,1.1043,0.9537,0.8813,0.758,0.8197
45.4,0.2735,1.0147,0.8259,1.0982,1.0822,1.0902,0.7735,1.1112,0.9423,0.8723,0.7576,0.8149
45.5,0.2384,0.9922,0.8122,1.0825,1.0817,1.0821,0.7413,1.108,0.9246,0.8617,0.7542,0.808
45.6,0.2014,0.9666,0.7914,1.0645,1.0781,1.0713,0.7073,1.0953,0.9013,0.8494,0.7482,0.7988
45.7,0.1651,0.9389,0.7639,1.0452,1.0715,1.0583,0.6728,1.0735,0.8731,0.8353,0.7397,0.7875
45.8,0.1313,0.91,0.7312,1.0251,1.0617,1.0434,0.6397,1.0438,0.8418,0.8201,0.729,0.7746
45.9,0.1012,0.8805,0.6949,1.0044,1.0483,1.0264,0.6099,1.0076,0.8087,0.8043,0.7163,0.7603
46,0.0745,0.8513,0.6564,0.9832,1.0313,1.0072,0.5843,0.9663,0.7753,0.7883,0.702,0.7451
46.1,0.0509,0.823,0.617,0.9612,1.0108,0.986,0.5635,0.9218,0.7427,0.7726,0.6863,0.7294
46.2,0.0294,0.7968,0.5779,0.939,0.9876,0.9633,0.5486,0.876,0.7123,0.758,0.6699,0.7139
46.3,0.0089,0.774,0.5406,0.918,0.9632,0.9406,0.5405,0.8312,0.6859,0.7455,0.6537,0.6996
46.4,-0.012,0.7557,0.5062,0.8987,0.939,0.9189,0.5396,0.7891,0.6643,0.7358,0.6384,0.6871
46.5,-0.0357,0.7422,0.4755,0.8813,0.9155,0.8984,0.5451,0.7502,0.6477,0.7291,0.6248,0.6769
46.6,-0.0639,0.7338,0.4492,0.8654,0.8933,0.8794,0.5559,0.715,0.6354,0.7257,0.6131,0.6694
46.7,-0.0961,0.7288,0.4273,0.85,0.8725,0.8612,0.5698,0.6832,0.6265,0.725,0.6033,0.6642
46.8,-0.1313,0.7257,0.4096,0.8336,0.853,0.8433,0.585,0.6545,0.6197,0.7268,0.5951,0.6609
46.9,-0.1694,0.7225,0.396,0.8151,0.8349,0.825,0.5998,0.6286,0.6142,0.7305,0.5885,0.6595
47,-0.2108,0.7175,0.3862,0.7934,0.8182,0.8058,0.6134,0.6054,0.6094,0.7358,0.5837,0.6597
47.1,-0.2553,0.7094,0.3801,0.7685,0.8028,0.7856,0.6251,0.5847,0.6049,0.7425,0.5808,0.6616
47.2,-0.3011,0.6986,0.3768,0.7415,0.7887,0.7651,0.6351,0.5665,0.6008,0.7502,0.5797,0.665
47.3,-0.3458,0.6851,0.3757,0.7139,0.776,0.7449,0.6432,0.551,0.5971,0.7587,0.5805,0.6696
47.4,-0.3862,0.6692,0.3771,0.6864,0.7644,0.7254,0.6496,0.5386,0.5941,0.768,0.583,0.6755
47.5,-0.4189,0.6515,0.3816,0.6598,0.7539,0.7069,0.654,0.5294,0.5917,0.7779,0.5872,0.6825
47.6,-0.4437,0.6326,0.3898,0.6348,0.7445,0.6897,0.6564,0.5235,0.5899,0.7885,0.593,0.6907
47.7,-0.4621,0.6133,0.4026,0.6116,0.7368,0.6742,0.6569,0.5204,0.5887,0.7996,0.6003,0.6999
47.8,-0.4755,0.5945,0.4204,0.5909,0.7311,0.661,0.6555,0.5202,0.5879,0.8112,0.6093,0.7102
47.9,-0.4843,0.5775,0.4429,0.5727,0.7281,0.6504,0.6529,0.5231,0.588,0.8232,0.6205,0.7218
48,-0.489,0.5632,0.4698,0.5573,0.7284,0.6429,0.6495,0.5291,0.5893,0.8353,0.634,0.7347
48.1,-0.4894,0.5521,0.5003,0.5446,0.7326,0.6386,0.6451,0.5374,0.5913,0.8468,0.6495,0.7482
48.2,-0.485,0.5446,0.5332,0.5344,0.7412,0.6378,0.6397,0.5474,0.5936,0.8568,0.6663,0.7615
48.3,-0.475,0.5406,0.5673,0.5264,0.754,0.6402,0.6336,0.5587,0.5961,0.8647,0.6836,0.7742
48.4,-0.4579,0.5401,0.601,0.5202,0.7704,0.6453,0.627,0.5709,0.5989,0.8703,0.7005,0.7854
48.5,-0.4337,0.5429,0.6328,0.5156,0.7892,0.6524,0.62,0.5838,0.6019,0.8734,0.7166,0.795
48.6,-0.4036,0.5487,0.6612,0.5126,0.8086,0.6606,0.6127,0.5966,0.6046,0.8744,0.7316,0.803
48.7,-0.3694,0.5572,0.6849,0.5113,0.8273,0.6693,0.6049,0.6087,0.6068,0.8735,0.7453,0.8094
48.8,-0.3332,0.5686,0.7037,0.5121,0.8452,0.6786,0.5968,0.6199,0.6084,0.8704,0.7572,0.8138
48.9,-0.2974,0.583,0.7175,0.5154,0.8621,0.6888,0.5887,0.6302,0.6095,0.8649,0.767,0.8159
49,-0.2626,0.6003,0.7272,0.5214,0.8777,0.6995,0.5813,0.6397,0.6105,0.8574,0.7745,0.816
49.1,-0.2291,0.6205,0.7341,0.5299,0.8913,0.7106,0.5756,0.6487,0.6121,0.8486,0.7801,0.8144
49.2,-0.1973,0.6431,0.7391,0.5409,0.9023,0.7216,0.5717,0.6575,0.6146,0.8391,0.7841,0.8116
49.3,-0.1679,0.6673,0.7424,0.554,0.91,0.732,0.5696,0.6658,0.6177,0.8293,0.7874,0.8083
49.4,-0.1408,0.6924,0.7441,0.5688,0.9142,0.7415,0.5688,0.6738,0.6213,0.8194,0.7904,0.8049
49.5,-0.115,0.7176,0.7439,0.5854,0.9149,0.7501,0.5688,0.6815,0.6252,0.8092,0.7933,0.8012
49.6,-0.0889,0.7418,0.7416,0.6038,0.9121,0.758,0.5689,0.6889,0.6289,0.7983,0.7963,0.7973
49.7,-0.0618,0.7642,0.7367,0.6236,0.9058,0.7647,0.5689,0.6954,0.6321,0.7865,0.7989,0.7927
49.8,-0.0327,0.7836,0.7289,0.6442,0.8957,0.77,0.5684,0.7003,0.6344,0.7732,0.8003,0.7867
49.9,-0.0024,0.7989,0.7182,0.6648,0.8816,0.7732,0.5673,0.7033,0.6353,0.7583,0.8,0.7792
50,0.0273,0.8092,0.7048,0.6845,0.8637,0.7741,0.5649,0.7041,0.6345,0.742,0.7974,0.7697
50.1,0.0547,0.8139,0.689,0.7026,0.8423,0.7724,0.5613,0.703,0.6321,0.7242,0.7924,0.7583
50.2,0.0793,0.813,0.6716,0.7188,0.8184,0.7686,0.5569,0.7001,0.6285,0.7052,0.7853,0.7452
50.3,0.1005,0.8069,0.6534,0.733,0.793,0.763,0.5522,0.6957,0.6239,0.6849,0.7763,0.7306
50.4,0.1174,0.7965,0.6348,0.7451,0.7676,0.7563,0.5469,0.6898,0.6183,0.6635,0.7657,0.7146
50.5,0.1294,0.783,0.6165,0.7548,0.7436,0.7492,0.5405,0.6825,0.6115,0.6412,0.7532,0.6972
50.6,0.1358,0.7669,0.5989,0.7621,0.7221,0.7421,0.533,0.6738,0.6034,0.6183,0.7391,0.6787
50.7,0.1362,0.7489,0.5823,0.7667,0.7037,0.7352,0.5248,0.6639,0.5944,0.5956,0.7231,0.6594
50.8,0.1304,0.7294,0.567,0.7685,0.689,0.7288,0.5161,0.653,0.5845,0.5736,0.7055,0.6396
50.9,0.1186,0.7092,0.5525,0.7678,0.6786,0.7232,0.5072,0.641,0.5741,0.5525,0.6864,0.6194
51,0.1011,0.6891,0.5388,0.7649,0.6728,0.7188,0.4984,0.6282,0.5633,0.5324,0.6662,0.5993
51.1,0.0781,0.6698,0.5258,0.7603,0.6714,0.7159,0.4905,0.6151,0.5528,0.5135,0.6455,0.5795
51.2,0.05,0.652,0.5136,0.7545,0.6742,0.7143,0.4839,0.6022,0.5431,0.4959,0.6251,0.5605
51.3,0.0184,0.636,0.5025,0.7483,0.6806,0.7144,0.479,0.5903,0.5346,0.4801,0.6057,0.5429
51.4,-0.0146,0.622,0.4932,0.7427,0.6898,0.7162,0.4756,0.58,0.5278,0.4668,0.588,0.5274
51.5,-0.0468,0.61,0.4857,0.7383,0.7012,0.7198,0.4735,0.5721,0.5228,0.4562,0.5723,0.5143
51.6,-0.0763,0.6005,0.4795,0.7353,0.7144,0.7248,0.4724,0.5666,0.5195,0.4483,0.5589,0.5036
51.7,-0.1015,0.5936,0.4741,0.7336,0.7287,0.7312,0.4719,0.5638,0.5179,0.4429,0.5477,0.4953
51.8,-0.1231,0.5887,0.4687,0.7328,0.7426,0.7377,0.4721,0.5629,0.5175,0.4402,0.539,0.4896
51.9,-0.142,0.5853,0.4628,0.7321,0.7545,0.7433,0.473,0.563,0.518,0.4406,0.5328,0.4867
52,-0.1582,0.5828,0.456,0.7313,0.7637,0.7475,0.4745,0.5632,0.5189,0.4436,0.5289,0.4862
52.1,-0.1716,0.5808,0.4482,0.7302,0.7698,0.75,0.4763,0.563,0.5196,0.4485,0.5266,0.4875
52.2,-0.1811,0.5786,0.4396,0.7283,0.7725,0.7504,0.4777,0.5617,0.5197,0.4546,0.5252,0.4899
52.3,-0.1844,0.5754,0.4301,0.7251,0.7713,0.7482,0.4779,0.5588,0.5184,0.4612,0.5242,0.4927
52.4,-0.1797,0.5702,0.4198,0.7198,0.7656,0.7427,0.4762,0.5538,0.515,0.4678,0.523,0.4954
52.5,-0.166,0.5617,0.4084,0.7111,0.7541,0.7326,0.4724,0.5467,0.5095,0.4742,0.5219,0.4981
52.6,-0.1425,0.5485,0.3957,0.6978,0.7355,0.7167,0.4664,0.5373,0.5019,0.4807,0.5211,0.5009
52.7,-0.1096,0.5299,0.3818,0.6796,0.71,0.6948,0.4585,0.5261,0.4923,0.487,0.5206,0.5038
52.8,-0.068,0.5058,0.3667,0.6567,0.6781,0.6674,0.4486,0.5136,0.4811,0.4928,0.5199,0.5063
52.9,-0.0198,0.4771,0.3507,0.6295,0.6407,0.6351,0.4371,0.5004,0.4687,0.4979,0.5191,0.5085
53,0.0321,0.446,0.3342,0.599,0.5993,0.5991,0.4243,0.4867,0.4555,0.5024,0.518,0.5102
53.1,0.0841,0.4145,0.3174,0.566,0.5552,0.5606,0.4106,0.4729,0.4418,0.5064,0.5165,0.5115
53.2,0.1318,0.3842,0.3009,0.5316,0.5101,0.5208,0.3963,0.4592,0.4278,0.5099,0.5148,0.5124
53.3,0.171,0.3565,0.2851,0.4967,0.4656,0.4812,0.3818,0.4456,0.4137,0.5131,0.5129,0.513
53.4,0.1998,0.3327,0.2705,0.4619,0.4237,0.4428,0.3672,0.4323,0.3997,0.5159,0.5112,0.5136
53.5,0.217,0.3141,0.2577,0.4277,0.3863,0.407,0.3524,0.4193,0.3859,0.5184,0.5099,0.5142
53.6,0.2229,0.3016,0.2469,0.3947,0.3545,0.3746,0.3378,0.4068,0.3723,0.5205,0.5095,0.515
53.7,0.2188,0.296,0.2382,0.363,0.3287,0.3459,0.3238,0.3946,0.3592,0.5224,0.5103,0.5163
53.8,0.2061,0.2976,0.2316,0.3334,0.3092,0.3213,0.3107,0.3832,0.347,0.5245,0.5124,0.5184
53.9,0.1864,0.3055,0.2273,0.3071,0.2962,0.3016,0.2996,0.3732,0.3364,0.5273,0.516,0.5217
54,0.1615,0.3188,0.2256,0.2852,0.2895,0.2874,0.2912,0.3652,0.3282,0.5316,0.5215,0.5266
54.1,0.1332,0.3366,0.2267,0.2679,0.2887,0.2783,0.2857,0.3601,0.3229,0.5374,0.5287,0.533
54.2,0.1035,0.3579,0.2308,0.255,0.2927,0.2738,0.283,0.3588,0.3209,0.5443,0.5378,0.541
54.3,0.0739,0.3813,0.238,0.2456,0.3003,0.273,0.2831,0.3616,0.3223,0.5517,0.5482,0.55
54.4,0.0452,0.4049,0.248,0.2385,0.31,0.2742,0.2856,0.3683,0.3269,0.5585,0.5591,0.5588
54.5,0.0185,0.4273,0.2606,0.2331,0.3205,0.2768,0.2905,0.3785,0.3345,0.5643,0.5698,0.567
54.6,-0.0045,0.4476,0.2756,0.23,0.3317,0.2809,0.2983,0.3922,0.3453,0.5692,0.5796,0.5744
54.7,-0.0225,0.4654,0.2929,0.2298,0.3432,0.2865,0.3092,0.4089,0.359,0.5733,0.5881,0.5807
54.8,-0.0356,0.4808,0.3122,0.2327,0.3554,0.294,0.3223,0.4278,0.3751,0.5761,0.5946,0.5853
54.9,-0.0447,0.4944,0.3331,0.2388,0.3685,0.3036,0.3367,0.4482,0.3924,0.5768,0.5983,0.5876
55,-0.0517,0.5059,0.3554,0.2473,0.382,0.3147,0.352,0.4688,0.4104,0.5744,0.5988,0.5866
55.1,-0.0595,0.5148,0.3786,0.2571,0.3948,0.3259,0.3678,0.4885,0.4282,0.5679,0.5956,0.5817
55.2,-0.0697,0.521,0.4027,0.2676,0.4062,0.3369,0.384,0.5067,0.4453,0.557,0.5886,0.5728
55.3,-0.0821,0.5251,0.4273,0.2793,0.4165,0.3479,0.4004,0.5232,0.4618,0.5423,0.5785,0.5604
55.4,-0.0965,0.5278,0.4521,0.2928,0.4259,0.3593,0.4168,0.5381,0.4774,0.5247,0.566,0.5454
55.5,-0.1119,0.5293,0.4762,0.3079,0.4345,0.3712,0.4326,0.5511,0.4919,0.5047,0.5517,0.5282
55.6,-0.1274,0.5301,0.4985,0.3245,0.4424,0.3834,0.4472,0.5623,0.5048,0.4832,0.5358,0.5095
55.7,-0.1425,0.5298,0.5185,0.3419,0.449,0.3955,0.4603,0.5714,0.5159,0.4615,0.5193,0.4904
55.8,-0.1566,0.5283,0.5353,0.3591,0.4538,0.4064,0.472,0.5784,0.5252,0.4412,0.5031,0.4721
55.9,-0.1698,0.5254,0.5486,0.3759,0.4568,0.4163,0.4821,0.5832,0.5327,0.4236,0.4877,0.4557
56,-0.1821,0.522,0.5584,0.3935,0.4585,0.426,0.4905,0.5857,0.5381,0.4095,0.4735,0.4415
56.1,-0.1934,0.5188,0.5645,0.4126,0.4595,0.4361,0.497,0.586,0.5415,0.3991,0.4607,0.4299
56.2,-0.2032,0.5163,0.5668,0.4335,0.4599,0.4467,0.5013,0.5835,0.5424,0.392,0.4492,0.4206
56.3,-0.2109,0.5152,0.5652,0.4557,0.4597,0.4577,0.5032,0.5777,0.5405,0.3872,0.4387,0.413
56.4,-0.2158,0.5154,0.5597,0.4787,0.4589,0.4688,0.503,0.5684,0.5357,0.3846,0.4295,0.4071
56.5,-0.2174,0.517,0.5506,0.501,0.4577,0.4794,0.5009,0.5552,0.5281,0.384,0.4218,0.4029
56.6,-0.215,0.52,0.5383,0.5223,0.4563,0.4893,0.4974,0.5385,0.5179,0.3853,0.4159,0.4006
56.7,-0.2076,0.5251,0.5236,0.5426,0.4555,0.4991,0.4928,0.5189,0.5058,0.3886,0.4121,0.4004
56.8,-0.1941,0.5328,0.5071,0.5621,0.4558,0.509,0.4874,0.4973,0.4924,0.394,0.4108,0.4024
56.9,-0.1734,0.544,0.4893,0.5811,0.4579,0.5195,0.4821,0.4748,0.4784,0.4016,0.4118,0.4067
57,-0.1443,0.5591,0.4707,0.5999,0.4621,0.531,0.4776,0.4523,0.465,0.4114,0.4151,0.4132
57.1,-0.1057,0.5778,0.4515,0.6184,0.4685,0.5434,0.4747,0.4308,0.4528,0.4226,0.4201,0.4214
57.2,-0.0569,0.599,0.4321,0.6361,0.4765,0.5563,0.4736,0.4112,0.4424,0.4347,0.4263,0.4305
57.3,0.0009,0.6214,0.4132,0.6519,0.4853,0.5686,0.4743,0.3943,0.4343,0.4469,0.4331,0.44
57.4,0.0645,0.6432,0.3957,0.6642,0.4932,0.5787,0.4759,0.381,0.4284,0.4587,0.4398,0.4492
57.5,0.1304,0.663,0.3801,0.6718,0.499,0.5854,0.4778,0.3718,0.4248,0.4695,0.446,0.4577
57.6,0.195,0.6796,0.3657,0.675,0.5026,0.5888,0.4801,0.3658,0.423,0.4789,0.451,0.4649
57.7,0.255,0.6922,0.352,0.6743,0.5038,0.5891,0.4827,0.3624,0.4226,0.4865,0.4544,0.4705
57.8,0.3078,0.7011,0.3396,0.6712,0.5033,0.5873,0.486,0.3616,0.4238,0.4927,0.4567,0.4747
57.9,0.3511,0.7066,0.3296,0.6671,0.5021,0.5846,0.4904,0.3634,0.4269,0.4982,0.4583,0.4783
58,0.3831,0.7091,0.3223,0.6628,0.5,0.5814,0.4957,0.3678,0.4318,0.5033,0.4595,0.4814
58.1,0.4025,0.7085,0.3181,0.6587,0.4966,0.5777,0.5014,0.3745,0.4379,0.5077,0.4603,0.484
58.2,0.409,0.7047,0.3168,0.6554,0.4911,0.5733,0.507,0.3832,0.4451,0.5111,0.4604,0.4858
58.3,0.4041,0.6978,0.3184,0.6535,0.4831,0.5683,0.5126,0.3935,0.453,0.5132,0.4595,0.4864
58.4,0.39,0.688,0.323,0.6535,0.4724,0.563,0.5184,0.4051,0.4618,0.5137,0.4569,0.4853
58.5,0.3701,0.676,0.3303,0.6564,0.4596,0.558,0.5247,0.4181,0.4714,0.5131,0.4529,0.483
58.6,0.348,0.6631,0.3404,0.6631,0.4456,0.5543,0.5315,0.4325,0.482,0.512,0.4476,0.4798
58.7,0.3262,0.6497,0.3525,0.6737,0.431,0.5523,0.5386,0.4482,0.4934,0.5109,0.4413,0.4761
58.8,0.3059,0.636,0.3657,0.6876,0.4168,0.5522,0.5454,0.4644,0.5049,0.5101,0.4341,0.4721
58.9,0.2884,0.6223,0.3796,0.7043,0.4037,0.554,0.5517,0.481,0.5164,0.5098,0.4264,0.4681
59,0.2743,0.6091,0.3942,0.7227,0.3925,0.5576,0.5577,0.4982,0.5279,0.5104,0.4187,0.4645
59.1,0.2645,0.597,0.4098,0.7415,0.3839,0.5627,0.5634,0.5162,0.5398,0.5124,0.4117,0.462
59.2,0.2587,0.5871,0.427,0.76,0.3786,0.5693,0.5687,0.5351,0.5519,0.5162,0.4062,0.4612
59.3,0.2569,0.5805,0.4462,0.7771,0.3773,0.5772,0.5733,0.5549,0.5641,0.5222,0.4032,0.4627
59.4,0.2586,0.5773,0.4675,0.7918,0.3804,0.5861,0.577,0.5751,0.576,0.5305,0.4031,0.4668
59.5,0.2632,0.5774,0.49,0.8032,0.3879,0.5955,0.5795,0.595,0.5873,0.5411,0.4066,0.4738
59.6,0.27,0.5801,0.5133,0.8106,0.3996,0.6051,0.5808,0.6142,0.5975,0.5537,0.4139,0.4838
59.7,0.2778,0.5844,0.5374,0.8144,0.4152,0.6148,0.581,0.6321,0.6065,0.5685,0.425,0.4968
59.8,0.2854,0.5894,0.5622,0.8146,0.434,0.6243,0.5802,0.6484,0.6143,0.5853,0.4401,0.5127
59.9,0.2909,0.5942,0.5874,0.8109,0.4552,0.6331,0.5787,0.6627,0.6207,0.6041,0.4592,0.5316
60,0.2927,0.5985,0.6128,0.803,0.4779,0.6404,0.5764,0.6748,0.6256,0.6246,0.4821,0.5533
60.1,0.2912,0.6015,0.6378,0.7911,0.501,0.646,0.5733,0.6844,0.6288,0.6462,0.5082,0.5772
60.2,0.2882,0.6025,0.6615,0.7759,0.5239,0.6499,0.5697,0.6912,0.6305,0.6678,0.5364,0.6021
60.3,0.2847,0.6011,0.6832,0.7581,0.5455,0.6518,0.5656,0.6952,0.6304,0.6884,0.5658,0.6271
60.4,0.2814,0.5968,0.7023,0.7382,0.5642,0.6512,0.5612,0.6962,0.6287,0.7068,0.5958,0.6513
60.5,0.2783,0.5895,0.7185,0.7168,0.5791,0.648,0.5566,0.6943,0.6255,0.7221,0.6257,0.6739
60.6,0.2745,0.5802,0.7313,0.6956,0.5902,0.6429,0.5522,0.69,0.6211,0.7342,0.6546,0.6944
60.7,0.2688,0.57,0.7403,0.6761,0.5979,0.637,0.5481,0.684,0.6161,0.743,0.6819,0.7125
60.8,0.2597,0.56,0.7444,0.6596,0.6029,0.6313,0.5452,0.6766,0.6109,0.7486,0.707,0.7278
60.9,0.2453,0.5512,0.7424,0.6474,0.6066,0.627,0.5445,0.6682,0.6063,0.7511,0.7292,0.7402
61,0.2253,0.5442,0.7342,0.64,0.6095,0.6247,0.5464,0.659,0.6027,0.7506,0.7481,0.7493
61.1,0.2002,0.5395,0.7206,0.6372,0.612,0.6246,0.5512,0.6493,0.6003,0.747,0.7633,0.7551
61.2,0.1712,0.5374,0.7024,0.6387,0.6144,0.6266,0.5588,0.6396,0.5992,0.7407,0.7743,0.7575
61.3,0.1401,0.5377,0.6812,0.644,0.6166,0.6303,0.5687,0.6306,0.5997,0.732,0.7809,0.7565
61.4,0.1088,0.5402,0.6581,0.6527,0.6183,0.6355,0.5806,0.6232,0.6019,0.7214,0.783,0.7522
61.5,0.0776,0.5449,0.6334,0.6642,0.6198,0.642,0.594,0.6165,0.6053,0.7092,0.7807,0.7449
61.6,0.0468,0.552,0.607,0.6781,0.6213,0.6497,0.6083,0.6098,0.6091,0.696,0.774,0.735
61.7,0.0167,0.5613,0.5797,0.6938,0.6229,0.6583,0.6225,0.6025,0.6125,0.6821,0.7634,0.7228
61.8,-0.0116,0.5729,0.5527,0.7109,0.6247,0.6678,0.6353,0.5946,0.615,0.6682,0.7497,0.7089
61.9,-0.0375,0.5863,0.5267,0.7288,0.6269,0.6778,0.6458,0.5862,0.616,0.6546,0.7335,0.694
62,-0.0607,0.6005,0.5017,0.7461,0.6291,0.6876,0.6535,0.5775,0.6155,0.6413,0.7153,0.6783
62.1,-0.081,0.6144,0.4776,0.7617,0.6312,0.6965,0.6581,0.5684,0.6133,0.6282,0.6955,0.6618
62.2,-0.0978,0.6277,0.4552,0.7756,0.6331,0.7043,0.6595,0.5594,0.6094,0.6156,0.6746,0.6451
62.3,-0.1109,0.64,0.4358,0.7877,0.6346,0.7111,0.6574,0.5504,0.6039,0.6035,0.6535,0.6285
62.4,-0.1194,0.6506,0.4197,0.7975,0.635,0.7163,0.6519,0.5416,0.5967,0.5922,0.6326,0.6124
62.5,-0.1224,0.6586,0.4066,0.8037,0.6336,0.7186,0.6429,0.5325,0.5877,0.5813,0.6124,0.5968
62.6,-0.1198,0.6631,0.3962,0.8052,0.6294,0.7173,0.6306,0.5228,0.5767,0.5707,0.5932,0.582
62.7,-0.1131,0.6631,0.3878,0.8008,0.622,0.7114,0.615,0.5121,0.5635,0.5604,0.5752,0.5678
62.8,-0.1034,0.6577,0.3806,0.7895,0.6111,0.7003,0.5962,0.5003,0.5483,0.5502,0.5586,0.5544
62.9,-0.091,0.6468,0.3749,0.7718,0.5971,0.6844,0.5752,0.4881,0.5317,0.5401,0.5436,0.5418
63,-0.0758,0.6307,0.371,0.7481,0.5807,0.6644,0.5531,0.4762,0.5147,0.5299,0.5302,0.5301
63.1,-0.0575,0.6099,0.369,0.7192,0.5627,0.6409,0.5308,0.4651,0.498,0.5203,0.519,0.5197
63.2,-0.036,0.5855,0.3692,0.6856,0.5438,0.6147,0.5096,0.4548,0.4822,0.512,0.5106,0.5113
63.3,-0.0113,0.5587,0.3716,0.6492,0.5248,0.587,0.4904,0.4457,0.468,0.5056,0.5055,0.5055
63.4,0.0167,0.5309,0.3761,0.6125,0.5071,0.5598,0.4739,0.4381,0.456,0.5012,0.504,0.5026
63.5,0.0477,0.5035,0.3824,0.578,0.4916,0.5348,0.4609,0.4325,0.4467,0.4989,0.506,0.5024
63.6,0.0812,0.4768,0.3904,0.5462,0.4783,0.5123,0.4515,0.4288,0.4401,0.4986,0.5114,0.505
63.7,0.1163,0.451,0.3997,0.5173,0.4672,0.4922,0.4455,0.427,0.4362,0.4999,0.52,0.51
63.8,0.152,0.4269,0.4102,0.4917,0.4583,0.475,0.4429,0.4273,0.4351,0.5029,0.5316,0.5173
63.9,0.1871,0.4055,0.422,0.4701,0.452,0.461,0.4436,0.4301,0.4369,0.5078,0.5459,0.5269
64,0.2203,0.3877,0.4348,0.4526,0.4482,0.4504,0.4471,0.4357,0.4414,0.5148,0.5626,0.5387
64.1,0.2507,0.3737,0.4477,0.4393,0.4465,0.4429,0.4532,0.4437,0.4484,0.5242,0.5815,0.5528
64.2,0.2774,0.3639,0.4602,0.4301,0.4468,0.4385,0.4612,0.4538,0.4575,0.536,0.602,0.569
64.3,0.3005,0.3591,0.4729,0.4253,0.4494,0.4373,0.4708,0.4657,0.4682,0.5502,0.6242,0.5872
64.4,0.3202,0.36,0.4866,0.4251,0.4545,0.4398,0.4813,0.4793,0.4803,0.5665,0.6476,0.6071
64.5,0.3361,0.3672,0.5012,0.43,0.4625,0.4463,0.4929,0.4946,0.4938,0.5849,0.672,0.6285
64.6,0.3479,0.3813,0.5166,0.4407,0.4738,0.4573,0.5056,0.5116,0.5086,0.6052,0.6969,0.6511
64.7,0.3541,0.4021,0.5329,0.457,0.4881,0.4726,0.5195,0.5302,0.5248,0.6274,0.722,0.6747
64.8,0.3522,0.4283,0.55,0.4781,0.5044,0.4913,0.5344,0.5497,0.5421,0.6512,0.7468,0.699
64.9,0.3405,0.459,0.5682,0.5032,0.522,0.5126,0.55,0.5701,0.56,0.6766,0.7712,0.7239
65,0.3186,0.4938,0.5876,0.5319,0.5408,0.5363,0.5658,0.5914,0.5786,0.703,0.7942,0.7486
65.1,0.2866,0.5322,0.6085,0.5634,0.5604,0.5619,0.5814,0.6141,0.5977,0.7297,0.8154,0.7726
